Batch #, A, B, C, D, E, seed = 255, Batch size = 4
1, 34.77, 37.88, 20.49, 31.58, 37.12
2, 35.15, 47.09, 34.49, 37.97, 43.52
3, 35.15, 53.67, 45.58, 44.17, 53.85
4, 35.15, 55.36, 46.15, 53.29, 60.34
5, 35.24, 58.18, 51.88, 55.55, 63.44
6, 35.24, 62.12, 53.1, 55.64, 70.49
7, 35.24, 62.41, 53.1, 55.64, 75.75
8, 35.24, 62.69, 54.23, 56.48, 76.69
9, 37.97, 63.16, 57.24, 56.86, 77.91
10, 39.38, 65.79, 59.02, 59.49, 83.08
11, 39.38, 65.79, 60.15, 59.49, 84.49
12, 39.57, 66.45, 60.53, 59.49, 84.49
13, 40.88, 66.82, 62.22, 59.49, 84.49
14, 40.88, 67.11, 62.22, 59.49, 85.34
15, 41.26, 67.11, 62.88, 59.49, 85.53
16, 41.35, 67.2, 66.35, 59.49, 85.62
17, 41.35, 73.59, 66.45, 59.49, 85.9
18, 41.35, 73.59, 68.52, 59.49, 87.5
19, 41.35, 74.15, 69.92, 59.49, 87.69
20, 41.35, 74.53, 73.4, 59.49, 87.69
21, 41.35, 74.62, 73.5, 59.49, 89.19
22, 41.35, 74.91, 74.25, 59.49, 89.47
23, 41.35, 75.19, 74.25, 59.49, 89.85
24, 41.35, 76.03, 74.34, 59.49, 90.23
25, 41.35, 76.41, 74.91, 59.49, 90.32
