Batch #, A, B, C, D, E, seed = 255, Batch size = 1
1, 16.07, 23.03, 5.45, 23.03, 19.08
2, 30.36, 32.61, 7.24, 27.35, 29.7
3, 30.36, 37.31, 14.76, 30.17, 34.49
4, 34.77, 37.88, 20.49, 31.58, 37.12
5, 34.96, 39.29, 21.15, 31.77, 39.29
6, 34.96, 46.52, 24.25, 37.03, 39.66
7, 34.96, 46.52, 33.93, 37.31, 41.17
8, 35.15, 47.09, 34.49, 37.97, 43.52
9, 35.15, 47.56, 39.85, 42.76, 46.62
10, 35.15, 47.65, 42.76, 43.14, 49.06
11, 35.15, 53.67, 44.27, 43.52, 52.26
12, 35.15, 53.67, 45.58, 44.17, 53.85
13, 35.15, 54.23, 45.58, 44.17, 54.23
14, 35.15, 54.23, 45.96, 44.17, 55.64
15, 35.15, 54.23, 46.05, 48.87, 58.83
16, 35.15, 55.36, 46.15, 53.29, 60.34
17, 35.15, 55.73, 51.32, 54.14, 62.03
18, 35.15, 57.71, 51.41, 54.98, 62.5
19, 35.15, 57.8, 51.41, 54.98, 62.97
20, 35.24, 58.18, 51.88, 55.55, 63.44
21, 35.24, 61.75, 52.35, 55.64, 64.0
22, 35.24, 62.12, 52.35, 55.64, 64.29
23, 35.24, 62.12, 53.1, 55.64, 67.39
24, 35.24, 62.12, 53.1, 55.64, 70.49
25, 35.24, 62.41, 53.1, 55.64, 71.52
