Batch #, A, B, C, D, E, seed = 255, Batch size = 10
1, 35.15, 47.65, 42.76, 43.14, 49.06
2, 35.24, 58.18, 51.88, 55.55, 63.44
3, 35.24, 62.69, 54.23, 55.64, 75.94
4, 39.38, 65.79, 59.02, 59.49, 83.08
5, 39.57, 66.82, 61.0, 59.49, 84.49
6, 41.26, 67.11, 62.88, 59.49, 85.53
7, 41.35, 73.59, 66.45, 59.49, 86.09
8, 41.35, 74.53, 73.4, 59.49, 87.69
9, 41.35, 75.19, 74.25, 59.49, 89.85
10, 41.35, 76.41, 74.91, 59.49, 90.32
11, 41.54, 76.5, 74.91, 59.49, 90.32
12, 42.01, 76.69, 75.56, 60.62, 90.32
13, 42.01, 76.79, 81.58, 61.75, 90.51
14, 42.01, 82.61, 82.99, 61.75, 90.51
15, 42.01, 83.36, 84.12, 62.12, 90.51
16, 42.01, 83.36, 84.12, 62.12, 90.6
17, 42.01, 83.36, 84.12, 62.31, 90.6
18, 42.01, 83.36, 84.77, 62.5, 90.79
19, 42.01, 83.36, 84.77, 62.5, 90.88
20, 42.01, 83.65, 85.9, 62.5, 91.92
21, 42.01, 84.02, 86.09, 62.5, 91.92
22, 42.01, 84.12, 86.09, 62.5, 91.92
23, 42.01, 84.49, 86.94, 62.5, 91.92
24, 42.01, 85.43, 87.12, 62.5, 91.92
25, 42.01, 85.62, 87.22, 62.5, 91.92
